# UTF-8 Byte Order Marker; see http://unicode.org/faq/utf_bom.html
# BANNER FILE NOT PROVIDED (-b option)# BULK_EXTRACTOR-Version: 1.3.1 ($Rev: 10844 $)
# Feature-Recorder: lightgrep
# Filename: /home/jon/data/ev/digitalcorpora/corp/nps/drives/corp/nps/drives/nps-2009-m57-patents-redacted/charlie-2009-11-12.E01
# Histogram-File-Version: 1.1
n=68808	loa	(utf16=8532)
n=5	hinkle
n=5	hinsdale
n=5	hinton
n=5	hooper
n=5	housatonic
n=5	indore
n=5	ironsides
n=5	itasca
n=5	janesville
n=5	jarrell
n=5	kanawha
n=5	keewatin
n=5	keiser
n=5	kendrick
n=5	kenner
n=5	kenosha
n=5	killarney
n=5	kirkwood
n=5	langford
n=5	largo
n=5	laurens
n=5	laverne
n=5	lenora
n=5	leola
n=5	leonidas
n=5	limon
n=5	londonderry
n=5	loraine
n=5	lorena
n=5	lovejoy
n=5	lucinda
n=5	manassa
n=5	manitou
n=5	manitowoc
n=5	manning
n=5	manter	(utf16=5)
n=5	maricopa
n=5	martell
n=5	martindale
n=5	mcdougal
n=5	mendocino
n=5	mize	(utf16=2)
n=5	mosca	(utf16=3)
n=5	nanticoke
n=5	narrows
n=5	natalia
n=5	neely
n=5	neosho
n=5	nettie
n=5	niobrara
n=5	norristown
n=5	oden
n=5	olla	(utf16=3)
n=5	orrin
n=5	parma	(utf16=2)
n=5	pennington
n=5	peoples
n=5	perrin
n=5	quapaw
n=5	ravena
n=5	redondo
n=5	regan
n=5	ridgefield
n=5	robinette
n=5	rosamond
n=5	rosine
n=5	selby
n=5	sheboygan
n=5	simms
n=5	slade
n=5	sligo
n=5	smithtown
n=5	stanwood
n=5	stoddard
n=5	stroh
n=5	sunderland
n=5	talladega
n=5	tallapoosa
n=5	terril
n=5	thayne
n=5	townley
n=5	trumann
n=5	truro
n=5	villard
n=5	virgie
n=5	walhalla
n=5	waukesha
n=5	waynesboro
n=5	welty
n=5	wheatley
n=5	wheaton
n=5	winona
n=5	wolsey
n=5	woonsocket
n=4	acosta
n=4	adell
n=4	afton	(utf16=1)
n=4	agana
n=4	aguirre
n=4	alford
n=4	alleghany
n=4	allendale
n=4	americus
n=4	aniak
n=4	argyle
n=4	arley
n=4	armagh
n=4	artois
n=4	bartley
n=4	basco	(utf16=3)
n=4	basile
n=4	belton
n=4	blandford
n=4	bonham
n=4	bovina
n=4	braintree
n=4	branchville
n=4	braxton
n=4	breese
n=4	bronson
n=4	broughton
n=4	buford
n=4	cantil	(utf16=4)
n=4	celina
n=4	charleroi
n=4	cheltenham
n=4	chichester
n=4	cisne
n=4	clemons
n=4	colchester
n=4	colp
n=4	corbin
n=4	cordell
n=4	corrigan
n=4	cosby
n=4	crawley
n=4	culloden
n=4	cygnet	(utf16=3)
n=4	darfur
n=4	dekalb
n=4	deleon
n=4	deming
n=4	dillard
n=4	dulce
n=4	dumfries
n=4	dunfermline
n=4	edgewater
n=4	eggleston
n=4	eloy
n=4	enders
n=4	eola
n=4	epping
n=4	epps
n=4	etters	(utf16=4)
n=4	etty
n=4	ewell
n=4	fairchild
n=4	felton
n=4	fenwick
n=4	fishkill
n=4	flintstone
n=4	folkston
n=4	foreman
n=4	frankford
n=4	friesland
n=4	fromberg
n=4	gantt
n=4	geary
n=4	giddings
n=4	gilberts
n=4	gilliam
n=4	gower
n=4	granger
n=4	guerra
n=4	hallie
n=4	harrell
n=4	haskins
n=4	hennessey
n=4	hensley
n=4	hermon
n=4	herron
n=4	hersey
n=4	hertford
n=4	hesperia
n=4	hillsdale
n=4	hinckley
n=4	howland	(utf16=4)
n=4	ignacio
n=4	ilion
n=4	jachin
n=4	joes
n=4	kewaskum
n=4	kewaunee
n=4	kidder
n=4	kief
n=4	kilmarnock
n=4	kingman	(utf16=4)
n=4	kingwood
n=4	kraemer
n=4	laie	(utf16=4)
n=4	lampe
n=4	lanark
n=4	lavon
n=4	lawrenceville
n=4	ledbetter
n=4	lemont
n=4	lenoir
n=4	leominster
n=4	linwood
n=4	llano
n=4	lobata
n=4	lothian
n=4	malvern
n=4	manteo
n=4	marquez
n=4	mather
n=4	mattoon
n=4	medfield
n=4	melrose
n=4	mendenhall
n=4	midlothian
n=4	mima
n=4	mingus
n=4	moca	(utf16=1)
n=4	moko	(utf16=1)
n=4	monkton	(utf16=4)
n=4	morehouse
n=4	nahant
n=4	numidia
n=4	oakmont
n=4	oconomowoc
n=4	odum
n=4	oldham
n=4	otoe
n=4	oxly	(utf16=4)
n=4	packwood
n=4	palouse
n=4	paron
n=4	patten
n=4	pender
n=4	peterboro
n=4	peterborough
n=4	puckett
n=4	quebeck
n=4	rawson
n=4	raymondville
n=4	rayne
n=4	redding
n=4	reedville
n=4	rentz
n=4	rhinelander
n=4	richey
n=4	riverview
n=4	ronan
n=4	saco	(utf16=3)
n=4	saukville
n=4	saxton
n=4	scandia
n=4	seabrook
n=4	sedgwick
n=4	seeley
n=4	shawano
n=4	shrewsbury
n=4	simla
n=4	smallwood
n=4	stillwell
n=4	stockport
n=4	summerdale
n=4	suwanee
n=4	swartz
n=4	tabor
n=4	tampico
n=4	taunton
n=4	telford
n=4	thiensville
n=4	tiburon
n=4	tilly
n=4	toulon
n=4	uniondale
n=4	valmy
n=4	verdon
n=4	vineland
n=4	walworth
n=4	wareham
n=4	warrington
n=4	waupaca
n=4	waupun
n=4	waveland
n=4	weatherford
n=4	weidman
n=4	weiner
n=4	wellman
n=4	wellsville
n=4	wenona
n=4	weymouth
n=4	wheatland
n=4	whittington
n=4	wilburn
n=4	willet
n=4	wittenberg
n=4	wolverton
n=4	wyco
n=4	wycombe
n=3	abrams
n=3	adah
n=3	addington
n=3	addy
n=3	albemarle
n=3	almira
n=3	antrim
n=3	arvin
n=3	baskerville
n=3	belvedere
n=3	berkley
n=3	beyer
n=3	bloomingdale
n=3	blount
n=3	boomer
n=3	braden
n=3	brentford
n=3	brokaw
n=3	brookdale
n=3	browder
n=3	carlotta
n=3	carman
n=3	carpio
n=3	casar
n=3	catharine
n=3	catlett
n=3	catlin
n=3	charlestown
n=3	chelan	(utf16=1)
n=3	chula	(utf16=1)
n=3	clarinda
n=3	cleghorn
n=3	clements
n=3	coats
n=3	cobden
n=3	colerain
n=3	coleraine
n=3	coleta	(utf16=3)
n=3	colmar
n=3	cookstown
n=3	corinna
n=3	corry
n=3	covena
n=3	coxsackie
n=3	creston
n=3	crocker	(utf16=2)
n=3	crowder
n=3	culebra
n=3	dagmar
n=3	darien
n=3	davey
n=3	dearing
n=3	delphia
n=3	denbigh
n=3	derwent
n=3	dike
n=3	donegal
n=3	doran
n=3	dows
n=3	dubois
n=3	dungannon
n=3	dunstable
n=3	dunwoody
n=3	durand
n=3	ebenezer
n=3	ecru
n=3	engadine
n=3	eustace
n=3	everton
n=3	ferndale
n=3	filley
n=3	findlay
n=3	floris
n=3	freeland
n=3	fulda	(utf16=2)
n=3	gallatin
n=3	gothenburg
n=3	gough
n=3	greig
n=3	gwynedd
n=3	hagan
n=3	hambleton
n=3	hampstead
n=3	harwich
n=3	hawkeye
n=3	hayti
n=3	hiko
n=3	horsham
n=3	hortense
n=3	indio	(utf16=2)
n=3	innis
n=3	jelm	(utf16=1)
n=3	jemison
n=3	joppa
n=3	kaleva
n=3	kamas
n=3	keene
n=3	kenai
n=3	kershaw
n=3	kildare
n=3	kilkenny
n=3	kincaid	(utf16=1)
n=3	kinross
n=3	koror
n=3	kulm	(utf16=1)
n=3	lacon
n=3	laconia
n=3	lampeter
n=3	langhorne
n=3	lavinia
n=3	lawley
n=3	lenni
n=3	lewiston
n=3	lightfoot	(utf16=3)
n=3	lindley
n=3	lipan
n=3	longford
n=3	lothair
n=3	lusk
n=3	luxor
n=3	lyndhurst
n=3	lynnwood
n=3	madera	(utf16=2)
n=3	maida
n=3	mamou
n=3	mandan
n=3	manton
n=3	marianna
n=3	matlock
n=3	matoaka
n=3	mayhew
n=3	mcallen
n=3	mckinnon
n=3	mcveigh
n=3	medway
n=3	merino
n=3	mescalero
n=3	miccosukee
n=3	moab
n=3	modoc
n=3	nicolaus
n=3	nogal
n=3	nogales
n=3	nordman
n=3	omro
n=3	orem
n=3	overly
n=3	panora	(utf16=1)
n=3	parkersburg
n=3	paulina
n=3	pierpont
n=3	plevna
n=3	potosi
n=3	pringle
n=3	pryor
n=3	putney
n=3	radford
n=3	rawlins
n=3	renfrew
n=3	ringgold
n=3	roscommon
n=3	rosedale
n=3	rosemont
n=3	rosslyn
n=3	sebastopol
n=3	shoreham
n=3	silverton
n=3	sisseton
n=3	sorrento
n=3	stockdale
n=3	stockwell
n=3	strabane
n=3	stroud
n=3	suquamish
n=3	svea
n=3	tarheel
n=3	texarkana
n=3	thompsons	(utf16=3)
n=3	thurmond
n=3	tipton
n=3	tomah	(utf16=3)
n=3	tomahawk	(utf16=3)
n=3	trafford
n=3	ulen
n=3	umatilla
n=3	verdel	(utf16=3)
n=3	vickery
n=3	villanova
n=3	waban
n=3	wahpeton
n=3	wartburg
n=3	wedderburn
n=3	wexford
n=3	whitby
n=3	whitelaw
n=3	whitwell
n=3	windermere
n=3	windham
n=3	woden
n=3	yancey
n=3	yolo
n=3	zebulon
n=2	abbeville
n=2	agness
n=2	alanson
n=2	alberton
n=2	altamont
n=2	altoona
n=2	alvo
n=2	alvy
n=2	amana	(utf16=2)
n=2	amory
n=2	animas	(utf16=2)
n=2	annamaria
n=2	annandale
n=2	ansley
n=2	arcata
n=2	arion
n=2	arkansaw
n=2	artemas
n=2	asbury
n=2	ashby
n=2	attleboro
n=2	avoca
n=2	azusa
n=2	bamberg
n=2	bangs
n=2	baring
n=2	barneveld
n=2	bartlesville
n=2	bays
n=2	beckley
n=2	bellevue
n=2	bellmore
n=2	bells
n=2	beltrami
n=2	belva
n=2	belzoni
n=2	bemidji
n=2	benedicta
n=2	bieber
n=2	bienville
n=2	blackwood
n=2	bluffs
n=2	boardman
n=2	bonair
n=2	bonaire
n=2	bosworth
n=2	bountiful
n=2	bozeman
n=2	brantley
n=2	brattleboro
n=2	breda
n=2	broadus
n=2	broderick
n=2	brogan
n=2	brookfield
n=2	bruin
n=2	burney
n=2	cambra
n=2	canby
n=2	carnarvon
n=2	castella
n=2	catarina
n=2	celestine
n=2	cerro
n=2	charenton
n=2	chaumont
n=2	chincoteague
n=2	cinda
n=2	clarita
n=2	clarksburg
n=2	clatonia
n=2	clover
n=2	cohoes
n=2	collinsville
n=2	colman
n=2	colona
n=2	colver
n=2	colville
n=2	concho
n=2	conda
n=2	conroe
n=2	conroy
n=2	corder
n=2	corton
n=2	cotter
n=2	courtenay
n=2	covina
n=2	crestone
n=2	crofton
n=2	curtice
n=2	curtin
n=2	dedham
n=2	defiance
n=2	denham
n=2	dingle
n=2	dinwiddie
n=2	donie
n=2	dorena
n=2	dracut
n=2	draper
n=2	drayton
n=2	dulac
n=2	duncanville
n=2	duplessis
n=2	elberta
n=2	eldred
n=2	elkin
n=2	elkins
n=2	elora
n=2	elwin
n=2	emden
n=2	emporia
n=2	enon
n=2	eolia
n=2	fallon
n=2	fola
n=2	frannie
n=2	frederica
n=2	funston
n=2	garrard
n=2	garvin
n=2	garwin
n=2	garwood
n=2	gasconade
n=2	gilford
n=2	glendon
n=2	glenford
n=2	glennie
n=2	glenside
n=2	goldsboro
n=2	gouverneur
n=2	granby
n=2	greenbush
n=2	greenleaf
n=2	greenock
n=2	grethel
n=2	gurley
n=2	hagerstown
n=2	hailey
n=2	hamer
n=2	harbert
n=2	hardwick
n=2	harned
n=2	harrietta
n=2	hartshorn
n=2	hartwell
n=2	haslet
n=2	haslett
n=2	havelock
n=2	hebo
n=2	hebron
n=2	helmer
n=2	henning
n=2	henryetta
n=2	hephzibah
n=2	hibbing
n=2	hiller
n=2	hilo
n=2	horner
n=2	idalia
n=2	ihlen	(utf16=2)
n=2	interlaken
n=2	islip
n=2	jamieson
n=2	jesup
n=2	joice
n=2	jonesboro
n=2	kaycee
n=2	kempton
n=2	kennett
n=2	kennewick
n=2	kerman
n=2	kesley
n=2	kinsley
n=2	kissimmee
n=2	laird
n=2	lander
n=2	lanett
n=2	lansdowne
n=2	lanse	(utf16=1)
n=2	lasal
n=2	lasalle
n=2	laurier
n=2	lavina
n=2	leamington
n=2	leonore
n=2	licking
n=2	lilydale
n=2	lindon
n=2	lissie
n=2	lohn
n=2	loleta
n=2	lonsdale
n=2	lorado
n=2	lovely
n=2	lubec
n=2	lublin
n=2	lufkin
n=2	lyndell
n=2	lysander
n=2	makinen	(utf16=2)
n=2	malakoff
n=2	malmo
n=2	mankato
n=2	manlius
n=2	mantua
n=2	marfa
n=2	mariposa
n=2	marmaduke
n=2	marshalltown
n=2	martelle
n=2	massapequa
n=2	maumee
n=2	maxie
n=2	maybell
n=2	mcalester
n=2	mcneill
n=2	mecklenburg
n=2	menard
n=2	merna
n=2	middleboro
n=2	middleburg
n=2	mifflin
n=2	milner
n=2	modena
n=2	morgantown
n=2	mozelle
n=2	naco
n=2	nampa
n=2	naoma
n=2	needles
n=2	norco
n=2	norene
n=2	norwood
n=2	oaks
n=2	oakville
n=2	oceana	(utf16=2)
n=2	olathe
n=2	olema	(utf16=2)
n=2	onida
n=2	ophir
n=2	orick
n=2	osmond
n=2	oswego
n=2	ottumwa
n=2	otway
n=2	oviedo
n=2	owensboro
n=2	paducah
n=2	paia
n=2	parkville
n=2	pendleton
n=2	penrod
n=2	perks
n=2	pernell
n=2	phenix
n=2	pinon	(utf16=1)
n=2	placentia
n=2	plainview
n=2	pocatello
n=2	prattville
n=2	prentiss
n=2	queenstown
n=2	quinter
n=2	randle	(utf16=1)
n=2	ratcliff
n=2	ravenswood
n=2	rawlings
n=2	redan	(utf16=1)
n=2	redcliff
n=2	reeds	(utf16=2)
n=2	remer
n=2	renner
n=2	rialto
n=2	riverton
n=2	roff
n=2	rosalia
n=2	roseville
n=2	roxana
n=2	ruffin
n=2	ruston
n=2	sarita
n=2	saum
n=2	schleswig
n=2	sedalia
n=2	shiro
n=2	sigel	(utf16=1)
n=2	silvana
n=2	slinger	(utf16=1)
n=2	soledad
n=2	solway
n=2	souris	(utf16=1)
n=2	springer	(utf16=1)
n=2	springvale
n=2	stoy
n=2	sublime
n=2	sudbury
n=2	sugarloaf
n=2	sunbury
n=2	taconic
n=2	talco
n=2	talcott
n=2	talmo	(utf16=2)
n=2	tennant
n=2	teresita
n=2	termo
n=2	thetford
n=2	tiffin
n=2	timonium
n=2	tonawanda
n=2	torreon
n=2	tynan
n=2	tyty
n=2	udell
n=2	upsala
n=2	valdosta
n=2	vanna
n=2	vaucluse
n=2	vidalia
n=2	vinita
n=2	vona	(utf16=2)
n=2	waddington
n=2	wagoner
n=2	walkerville
n=2	waneta
n=2	waverly
n=2	wenonah
n=2	wheelock
n=2	willamina
n=2	williamstown
n=2	wilmar
n=2	wilmot
n=2	woodman
n=2	woodmere
n=2	worden
n=2	zenia
n=1	abbotsford
n=1	abercrombie
n=1	abingdon
n=1	adona
n=1	agawam
n=1	aguadilla
n=1	aiea
n=1	akeley
n=1	albertville
n=1	aliquippa
n=1	alpena
n=1	altadena
n=1	altenburg
n=1	altha
n=1	altus
n=1	amberg
n=1	ambler
n=1	amboy
n=1	anahuac
n=1	ancona
n=1	andersonville
n=1	ankeny
n=1	annada
n=1	anniston
n=1	anoka
n=1	ansonia
n=1	arbela
n=1	arbon
n=1	arcanum
n=1	ardmore
n=1	arecibo
n=1	arnot
n=1	arock
n=1	arvada
n=1	ashburn
n=1	ashburnham
n=1	ashdown
n=1	asheboro
n=1	ashtabula
n=1	ashwood
n=1	atascadero
n=1	austinville
n=1	avella
n=1	avenel
n=1	avondale
n=1	azalia
n=1	badin
n=1	bakerton
n=1	bakewell
n=1	balch
n=1	bandon
n=1	barnstable
n=1	bascom
n=1	baskin
n=1	bastrop
n=1	batchelor
n=1	baytown
n=1	bayview
n=1	beachwood
n=1	beattie
n=1	belen
n=1	bellbrook
n=1	bellona
n=1	bellville
n=1	benicia
n=1	bensenville
n=1	bergenfield
n=1	berthold
n=1	berwyn
n=1	bethpage
n=1	bettendorf
n=1	betterton
n=1	bevier
n=1	biddeford
n=1	billerica
n=1	birney
n=1	blackwater
n=1	bladen	(utf16=1)
n=1	blanco
n=1	bluefield
n=1	blytheville
n=1	boaz
n=1	bogalusa
n=1	bogata
n=1	boles
n=1	borger
n=1	bourbonnais
n=1	boyden
n=1	boynton
n=1	bracey
n=1	bradenton
n=1	braggadocio
n=1	braidwood
n=1	branson
n=1	bremerton
n=1	bridgeton
n=1	bridgton
n=1	bridport
n=1	britton
n=1	broadford
n=1	broadlands
n=1	broadwater
n=1	brockton
n=1	brookings
n=1	brooklet
n=1	brooklin
n=1	brookton
n=1	brookville
n=1	broomall
n=1	broomfield
n=1	brownfield
n=1	brownwood
n=1	buckland
n=1	bulger
n=1	burket
n=1	burnsville
n=1	bushland
n=1	butters
n=1	bylas
n=1	cabins
n=1	cabool
n=1	cadmus
n=1	caguas
n=1	camarillo
n=1	camby
n=1	campbelltown
n=1	campobello
n=1	candia
n=1	candler
n=1	cando
n=1	caney
n=1	cannonville
n=1	canova
n=1	cardwell
n=1	carrollton
n=1	carteret
n=1	carterville
n=1	casco
n=1	cason
n=1	casselberry
n=1	castleford
n=1	catron
n=1	cawood
n=1	cedarvale
n=1	cedarville
n=1	cerritos
n=1	chalmette
n=1	chambersburg
n=1	chanute
n=1	chariton
n=1	charlevoix
n=1	chatsworth
n=1	cheapside
n=1	cheriton
n=1	chesterville
n=1	chickasha
n=1	chicopee
n=1	chillicothe
n=1	christiansted
n=1	clarksdale
n=1	clarkson
n=1	clarksville
n=1	clawson
n=1	claxton
n=1	clayville
n=1	clearfield
n=1	cleburne
n=1	clune
n=1	coalville
n=1	cockeysville
n=1	coffeyville
n=1	cogswell
n=1	colden
n=1	coldwater
n=1	colebrook
n=1	collingswood
n=1	coloma
n=1	colton
n=1	commack
n=1	concan	(utf16=1)
n=1	condon
n=1	connersville
n=1	cookeville
n=1	copan
n=1	copiague
n=1	corsicana
n=1	cottondale
n=1	coupland
n=1	covington
n=1	crittenden
n=1	crossroads
n=1	cudahy
n=1	culpeper
n=1	daggett
n=1	dahlgren
n=1	dansville
n=1	danvers
n=1	darragh
n=1	davidsonville
n=1	deland
n=1	delray
n=1	dendron
n=1	depew
n=1	dighton
n=1	dolton
n=1	dothan
n=1	duarte
n=1	duchesne
n=1	duffield
n=1	dundas
n=1	dunlo
n=1	dunmor
n=1	dunmore
n=1	duvall
n=1	dyersburg
n=1	eads
n=1	earlham
n=1	eckman
n=1	ector
n=1	edenville
n=1	edina
n=1	edon
n=1	elcho
n=1	elco
n=1	elizabethtown
n=1	elkhorn
n=1	elliston
n=1	elmwood
n=1	elyria
n=1	emmaus
n=1	ensign	(utf16=1)
n=1	epworth
n=1	esko
n=1	espanola
n=1	esperance
n=1	essington
n=1	estero
n=1	etoile	(utf16=1)
n=1	euless
n=1	eustis
n=1	evart
n=1	evarts
n=1	fairborn
n=1	fairdale
n=1	fairland
n=1	faribault
n=1	farmers
n=1	farmingdale
n=1	fernwood
n=1	fessenden
n=1	firebrick
n=1	fishers
n=1	fitzhugh
n=1	flensburg
n=1	flom
n=1	florissant
n=1	foraker
n=1	fords
n=1	fordville
n=1	forestville
n=1	forsyth
n=1	fostoria
n=1	framingham
n=1	franconia
n=1	frankston
n=1	fredville
n=1	friendship
n=1	frogmore
n=1	galesburg
n=1	galliano
n=1	gardena
n=1	gasport
n=1	gastonia
n=1	gatesville
n=1	geddes
n=1	genesee
n=1	gilroy
n=1	gilson
n=1	glenbrook
n=1	glencoe
n=1	glendora
n=1	glenview
n=1	glenwood
n=1	gloversville
n=1	goldfield
n=1	goodhue
n=1	gorman
n=1	goshen
n=1	grantville
n=1	graytown
n=1	greenback
n=1	greendale
n=1	greensburg
n=1	greenvale
n=1	greenway
n=1	guaynabo
n=1	gulfport
n=1	gunnison
n=1	gwinn
n=1	hackensack
n=1	hallam
n=1	hallandale
n=1	halleck
n=1	halliday
n=1	hamberg
n=1	hamden
n=1	hampden
n=1	harlingen
n=1	hartland
n=1	hatton
n=1	hawi
n=1	haymarket
n=1	hazelwood
n=1	hazen
n=1	hazleton
n=1	heaton
n=1	hecker
n=1	hemet
n=1	hennepin
n=1	henryville
n=1	herndon
n=1	hicksville
n=1	highview
n=1	hillview
n=1	hingham
n=1	hiwasse
n=1	hiwassee
n=1	holladay
n=1	holliday
n=1	homewood
n=1	honaker
n=1	hopatcong
n=1	hopkinsville
n=1	hopland
n=1	hornsby
n=1	houma
n=1	howes
n=1	hoxie
n=1	humphreys
n=1	hungerford
n=1	hyden
n=1	inkster
n=1	iredell
n=1	ireton
n=1	irvington
n=1	isabela
n=1	iselin
n=1	iuka
n=1	ivydale
n=1	jellico
n=1	jenison
n=1	jessup
n=1	joliette
n=1	jolo
n=1	julesburg
n=1	juniata
n=1	kailua
n=1	kaneohe
n=1	kannapolis
n=1	karlsruhe
n=1	karlstad
n=1	karnak
n=1	kealakekua
n=1	kearny
n=1	keeler	(utf16=1)
n=1	keizer
n=1	kelso
n=1	kendalia	(utf16=1)
n=1	kenmare
n=1	kennebec
n=1	kennebunk
n=1	kennebunkport
n=1	kennesaw
n=1	kentwood
n=1	kenvil
n=1	kerrville
n=1	killeen
n=1	kiln
n=1	kingsburg
n=1	kingsport
n=1	kingsville
n=1	kinston
n=1	kirksville
n=1	kismet
n=1	kittery
n=1	kittredge
n=1	knobel
n=1	kokomo
n=1	kosse
n=1	kouts
n=1	kress
n=1	kurten
n=1	lachine
n=1	ladysmith
n=1	lafontaine
n=1	laings
n=1	laingsburg
n=1	lamartine
n=1	lamero
n=1	lanham
n=1	lansdale
n=1	larue
n=1	lawler
n=1	lawndale
n=1	lawtey
n=1	leachville
n=1	leeton
n=1	leith
n=1	lenox
n=1	leoti
n=1	lesage
n=1	levittown
n=1	lewisville
n=1	libertyville
n=1	lindenhurst
n=1	lismore
n=1	lockport
n=1	logansport
n=1	lohman
n=1	lomax
n=1	lomita
n=1	lompoc
n=1	longbottom
n=1	longdale
n=1	longmeadow
n=1	longmont
n=1	longview
n=1	louisburg
n=1	lowndes
n=1	lumberton
n=1	lumpkin
n=1	lutherville
n=1	lynbrook
n=1	lynnville
n=1	lynwood
n=1	mableton
n=1	mackay
n=1	macksville
n=1	macomb
n=1	madisonville
n=1	manassas
n=1	mandeville
n=1	mango
n=1	mansura
n=1	manteca
n=1	maplecrest
n=1	maplewood
n=1	marblehead
n=1	marchand
n=1	mariba
n=1	marland
n=1	marrero
n=1	marshfield
n=1	martinsville
n=1	maryd
n=1	marysville
n=1	maryville
n=1	massena
n=1	massillon
n=1	matagorda
n=1	mattaponi
n=1	mayaguez
n=1	mayfield
n=1	maynardville
n=1	mayville
n=1	maywood
n=1	mcadoo
n=1	mccomb
n=1	mcintire
n=1	mckeesport
n=1	mcneal
n=1	meadowbrook
n=1	meadville
n=1	meeker
n=1	meriden
n=1	merrifield
n=1	mesilla
n=1	metairie
n=1	miamisburg
n=1	mikado
n=1	milbank
n=1	millbrae
n=1	millburn
n=1	milligan
n=1	millville
n=1	milpitas
n=1	mimbres
n=1	mims
n=1	mineola
n=1	minnetonka
n=1	minster
n=1	minter
n=1	minto
n=1	mishawaka
n=1	mitchells
n=1	monclova
n=1	monroeville
n=1	moorestown
n=1	moorhead
n=1	moraga
n=1	mosby
n=1	moultrie
n=1	muldoon
n=1	mulga
n=1	mundelein
n=1	munford
n=1	munger
n=1	murfreesboro
n=1	murrayville
n=1	murrysville
n=1	muscatine
n=1	naper
n=1	naperville
n=1	natick
n=1	naugatuck
n=1	navasota
n=1	neche
n=1	neches
n=1	neenah
n=1	neoga
n=1	niles
n=1	nokomis
n=1	noonan
n=1	norborne
n=1	norden
n=1	nottawa
n=1	nottoway
n=1	novato
n=1	oakdale
n=1	oark
n=1	obrien
n=1	ocala
n=1	oconee
n=1	odem	(utf16=1)
n=1	okanogan
n=1	okmulgee
n=1	okolona
n=1	onslow
n=1	onsted
n=1	opelika
n=1	opelousas
n=1	orangevale
n=1	orgas
n=1	orinda
n=1	ossian
n=1	ossining
n=1	otterbein
n=1	ouray
n=1	ovett
n=1	owatonna
n=1	owosso
n=1	owyhee
n=1	pacifica
n=1	painesville
n=1	palmerton
n=1	paragould
n=1	pascagoula
n=1	pasco
n=1	paulding
n=1	paynesville
n=1	payneville
n=1	payson
n=1	peekskill
n=1	pelion
n=1	pemberton
n=1	pennsauken
n=1	petaluma
n=1	pettibone
n=1	pewaukee
n=1	pharr
n=1	phelan
n=1	phillipsburg
n=1	pineland
n=1	pinetown
n=1	pineview
n=1	pinewood
n=1	pipestone
n=1	piqua
n=1	pitkin
n=1	placerville
n=1	plainville
n=1	platteville
n=1	plattsburg
n=1	plattsburgh
n=1	pleasanton
n=1	pomeroy
n=1	pomfret
n=1	pottstown
n=1	pottsville
n=1	poway
n=1	powderly
n=1	preble
n=1	prichard
n=1	pritchett
n=1	protem
n=1	punxsutawney
n=1	puyallup
n=1	radisson
n=1	radom
n=1	rago
n=1	rahway
n=1	ramah
n=1	randallstown
n=1	rangeley
n=1	rantoul
n=1	raton
n=1	ravinia
n=1	redhook
n=1	redlands
n=1	reisterstown
n=1	remsen
n=1	renton
n=1	renville
n=1	renwick
n=1	rexford
n=1	reynoldsburg
n=1	ribera
n=1	richwood
n=1	ridgecrest
n=1	ridgeview
n=1	ridgeville
n=1	ridgeway
n=1	ridgewood
n=1	rienzi
n=1	rimini
n=1	riverdale
n=1	robinsonville
n=1	rockham
n=1	rombauer
n=1	ronkonkoma
n=1	roper
n=1	roseburg
n=1	rosemead
n=1	rossburg
n=1	rossmore
n=1	roxboro
n=1	royalton
n=1	rumsey
n=1	rydal
n=1	ryland
n=1	salamanca
n=1	saltillo
n=1	saltville
n=1	saluda
n=1	sapulpa
n=1	saranac
n=1	sarepta
n=1	satsuma
n=1	saugus
n=1	sausalito
n=1	sayreville
n=1	sayville
n=1	schaumburg
n=1	schley
n=1	schulenburg
n=1	schurz
n=1	scio
n=1	scituate
n=1	scottsville
n=1	seaford
n=1	seaforth
n=1	seibert
n=1	selah
n=1	selden
n=1	semmes
n=1	sewell
n=1	shaftsbury
n=1	shandon
n=1	sharps
n=1	sharpsburg
n=1	sheyenne
n=1	shubert
n=1	sigourney
n=1	sikes
n=1	sikeston
n=1	silex
n=1	silverdale
n=1	simsbury
n=1	skelton
n=1	skokie
n=1	slidell
n=1	smithton
n=1	smithwick
n=1	snoqualmie
n=1	snowmass
n=1	soso
n=1	spartanburg
n=1	speaks
n=1	spearville
n=1	spotswood
n=1	springtown
n=1	starkville
n=1	statesville
n=1	steubenville
n=1	stigler
n=1	stockville
n=1	stoneham
n=1	stonington
n=1	storrs
n=1	stoughton
n=1	strafford
n=1	streamwood
n=1	subiaco
n=1	summerfield
n=1	summertown
n=1	summerville
n=1	sunland
n=1	sunnyside
n=1	suring
n=1	sutter
n=1	suwannee
n=1	sweetwater
n=1	swink
n=1	tacna
n=1	tallmadge
n=1	tallman
n=1	talpa	(utf16=1)
n=1	tappen
n=1	taylors
n=1	taylorsville
n=1	teaneck
n=1	tehachapi
n=1	terrebonne
n=1	tewksbury
n=1	thibodaux
n=1	thomasville
n=1	thornburg
n=1	thornville
n=1	thornwood
n=1	tillamook
n=1	timbo
n=1	titusville
n=1	tiverton
n=1	tolley
n=1	toluca
n=1	torrington
n=1	townshend
n=1	townsville
n=1	tranquility
n=1	treadwell
n=1	trilby
n=1	tulare
n=1	tullahoma
n=1	tuolumne
n=1	turlock
n=1	tustin
n=1	tutwiler
n=1	ukiah
n=1	umpqua
n=1	vacaville
n=1	valentines
n=1	vashon
n=1	vernonia
n=1	viborg
n=1	vieques
